ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	
0.00015515459493847434	200.0	8.0	16.0	11.0	0.0006230084414893255	0	0	200	8	16	11	200	8	16	11	0	0	1.9004831314086914	30	1.9004831314086914	
0.00012179563576551663	199.9	8.0	16.0	11.0	0.0006230084414893255	1	0	210	8	16	11	190	8	16	11	0	0	1.8536629676818848	60	3.754146099090576	
8.268160095690943e-05	197.9	8.0	16.0	11.0	0.0006230084414893255	2	0	212	8	16	11	188	8	16	11	0	0	1.735584020614624	90	5.4897301197052	
8.029174371760502e-05	197.83333333333334	8.0	16.0	11.0	0.0006230084414893255	3	0	212	8	16	11	186	8	16	11	0	0	1.7253210544586182	120	7.215051174163818	
8.029174371760502e-05	195.66666666666666	8.0	16.0	11.0	0.0006230084414893255	4	0	209	8	16	11	178	8	16	11	0	0	1.87410569190979	150	9.089156866073608	
8.029174371760502e-05	198.4	8.0	16.0	11.0	0.0006230084414893255	5	0	212	8	16	11	182	8	16	11	0	0	1.876333236694336	180	10.965490102767944	
7.514136756084552e-05	196.66666666666666	8.0	16.0	11.0	0.0006230084414893255	6	0	214	8	16	11	187	8	16	11	0	0	1.897352933883667	210	12.862843036651611	
6.369608721249106e-05	197.86666666666667	8.0	16.0	11.0	0.0006230084414893255	7	0	213	8	16	11	181	8	16	11	0	0	1.8027839660644531	240	14.665627002716064	
6.369608721249106e-05	201.23333333333332	8.0	16.0	11.0	0.0006230084414893255	8	0	221	8	16	11	186	8	16	11	0	0	1.7425451278686523	270	16.408172130584717	
6.369608721249106e-05	198.73333333333332	8.0	16.0	11.0	0.0006230084414893255	9	0	217	8	16	11	181	8	16	11	0	0	1.7478840351104736	300	18.15605616569519	
6.369608721249106e-05	197.1	8.0	16.0	11.0	0.0006230084414893255	10	0	217	8	16	11	178	8	16	11	0	0	1.7408010959625244	330	19.896857261657715	
6.369608721249106e-05	201.33333333333334	8.0	16.0	11.0	0.0006230084414893255	11	0	220	8	16	11	183	8	16	11	0	0	1.7601747512817383	360	21.657032012939453	
6.369608721249106e-05	202.56666666666666	8.0	16.0	11.0	0.0006230084414893255	12	0	224	8	16	11	186	8	16	11	0	0	2.1155519485473633	390	23.772583961486816	
6.369608721249106e-05	205.13333333333333	8.0	16.0	11.0	0.0006230084414893255	13	0	228	8	16	11	177	8	16	11	0	0	2.007063150405884	420	25.7796471118927	
6.369608721249106e-05	205.0	8.0	16.0	11.0	0.0006230084414893255	14	0	223	8	16	11	185	8	16	11	0	0	1.8547618389129639	450	27.634408950805664	
6.369608721249106e-05	212.13333333333333	8.0	16.0	11.0	0.0006230084414893255	15	0	227	8	16	11	185	8	16	11	0	0	1.8031690120697021	480	29.437577962875366	
6.369608721249106e-05	215.3	8.0	16.0	11.0	0.0006230084414893255	16	0	232	8	16	11	188	8	16	11	0	0	1.8001360893249512	510	31.237714052200317	
6.306930785900573e-05	209.53333333333333	8.0	16.0	11.0	0.0006230084414893255	17	0	232	8	16	11	186	8	16	11	0	0	1.8436741828918457	540	33.08138823509216	
5.090572251620351e-05	211.03333333333333	8.0	16.0	11.0	0.0006230084414893255	18	0	236	8	16	11	180	8	16	11	0	0	1.8023767471313477	570	34.88376498222351	
4.809596364618862e-05	214.56666666666666	8.0	16.0	11.0	0.0006230084414893255	19	0	236	8	16	11	181	8	16	11	0	0	1.8111371994018555	600	36.694902181625366	
4.809596364618862e-05	218.83333333333334	8.0	16.0	11.0	0.0006230084414893255	20	0	240	8	16	11	181	8	16	11	0	0	1.836704969406128	630	38.531607151031494	
4.809596364618862e-05	216.73333333333332	8.0	16.0	11.0	0.0006230084414893255	21	0	242	8	16	11	179	8	16	11	0	0	1.8392269611358643	660	40.37083411216736	
4.809596364618862e-05	215.33333333333334	8.0	16.0	11.0	0.0006230084414893255	22	0	244	8	16	11	181	8	16	11	0	0	1.8176591396331787	690	42.18849325180054	
4.809596364618862e-05	216.2	8.0	16.0	11.0	0.0006230084414893255	23	0	244	8	16	11	180	8	16	11	0	0	1.8203067779541016	720	44.00880002975464	
3.320103927436276e-05	214.76666666666668	8.0	16.0	11.0	0.0006230084414893255	24	0	244	8	16	11	183	8	16	11	0	0	1.9131789207458496	750	45.92197895050049	
3.266907768965469e-05	214.3	8.0	16.0	11.0	0.0006230084414893255	25	0	240	8	16	11	182	8	16	11	0	0	1.8510701656341553	780	47.773049116134644	
3.266907768965469e-05	206.6	8.0	16.0	11.0	0.0006230084414893255	26	0	240	8	16	11	188	8	16	11	0	0	1.856576919555664	810	49.62962603569031	
3.266907768965469e-05	207.83333333333334	8.0	16.0	11.0	0.0006230084414893255	27	0	245	8	16	11	186	8	16	11	0	0	1.868077039718628	840	51.497703075408936	
3.266907768965469e-05	208.33333333333334	8.0	16.0	11.0	0.0006230084414893255	28	0	241	8	16	11	177	8	16	11	0	0	1.7581748962402344	870	53.25587797164917	
3.266907768965469e-05	203.2	8.0	16.0	11.0	0.0006230084414893255	29	0	227	8	16	11	170	8	16	11	0	0	1.8303940296173096	900	55.08627200126648	
3.266907768965469e-05	192.26666666666668	8.0	16.0	11.0	0.0006230084414893255	30	0	226	8	16	11	170	8	16	11	0	0	1.8554670810699463	930	56.941739082336426	
